	graphie	lemme	cat	infover	genre	nombre	occurrences	rangFW	rangFWV	case
100215	sécherons	sécher	VER		m	p	1.0	201519.0	98864.5	
100233	stoppez	stopper	VER				1.0	201519.0	98864.5	
100241	travaillait	travailler	VER				1.0	201519.0	98864.5	
100269	appelles	appeler	VER				1.0	201519.0	98864.5	
100275	travaillons	travailler	VER				1.0	201519.0	98864.5	
100280	agissent	agir	VER				1.0	201519.0	98864.5	
100298	accuse	accuser	VER				1.0	201519.0	98864.5	
100309	stimulez	stimuler	VER				1.0	201519.0	98864.5	
100336	stocke	stocker	VER				1.0	201519.0	98864.5	
100350	affichant	afficher	VER		m	s	1.0	201519.0	98864.5	
100369	synthétisant	synthétiser	VER		m	s	1.0	201519.0	98864.5	
100444	vérifies	vérifier	VER				1.0	201519.0	98864.5	
100498	stoppe	stopper	VER				1.0	201519.0	98864.5	
100550	affichez	afficher	VER				1.0	201519.0	98864.5	
100555	affichant	afficher	VER				1.0	201519.0	98864.5	
100566	étouffent	étouffer	VER				1.0	201519.0	98864.5	
100576	tapies	tapir	VER		f	p	1.0	201519.0	98864.5	
100589	advenu	advenir	VER		m	s	1.0	201519.0	98864.5	
100611	élevèrent	élever	VER				1.0	201519.0	98864.5	
100615	voudrait	vouloir	VER				1.0	201519.0	98864.5	
100616	acclamant	acclamer	VER				1.0	201519.0	98864.5	
100622	amusons	amuser	VER				1.0	201519.0	98864.5	
100634	amuses	amuser	VER				1.0	201519.0	98864.5	
100657	amusa	amuser	VER				1.0	201519.0	98864.5	
100691	accroupies	accroupir	VER		f	p	1.0	201519.0	98864.5	
100712	vaincront	vaincre	VER				1.0	201519.0	98864.5	
100722	valait	valoir	VER				1.0	201519.0	98864.5	
100730	élevez	élever	VER				1.0	201519.0	98864.5	
100743	veulent	vouloir	VER				1.0	201519.0	98864.5	
100767	appuies	appuyer	VER				1.0	201519.0	98864.5	
100768	voulait	vouloir	VER				1.0	201519.0	98864.5	
100832	souvenons	souvenir	VER				1.0	201519.0	98864.5	
100861	vacille	vaciller	VER				1.0	201519.0	98864.5	
100886	astiquent	astiquer	VER				1.0	201519.0	98864.5	
100891	tapez	taper	VER				1.0	201519.0	98864.5	
100895	voudra	vouloir	VER				1.0	201519.0	98864.5	
100907	veuille	vouloir	VER				1.0	201519.0	98864.5	
100909	voulaient	vouloir	VER				1.0	201519.0	98864.5	
100910	sous-estimer	sous-estimer	VER				1.0	201519.0	98864.5	
100930	voudriez	vouloir	VER				1.0	201519.0	98864.5	
100973	voudraient	vouloir	VER				1.0	201519.0	98864.5	
100982	louez	louer	VER				1.0	201519.0	98864.5	
101079	dégénérant	dégénérer	VER		m	s	1.0	201519.0	98864.5	
101144	délaisse	délaisser	VER				1.0	201519.0	98864.5	
101156	love	lover	VER		m	s	1.0	201519.0	98864.5	
101164	loupions	louper	VER		m	p	1.0	201519.0	98864.5	
101186	délaye	délayer	VER				1.0	201519.0	98864.5	
101213	apprécie	apprécier	VER				1.0	201519.0	98864.5	
101214	améliorez	améliorer	VER				1.0	201519.0	98864.5	
101286	appréciez	apprécier	VER				1.0	201519.0	98864.5	
101339	déjeune	déjeuner	VER				1.0	201519.0	98864.5	
101370	voulais	vouloir	VER				1.0	201519.0	98864.5	
101407	veillons	veiller	VER				1.0	201519.0	98864.5	
101431	aboule	abouler	VER				1.0	201519.0	98864.5	
101496	suffit	suffire	VER				1.0	201519.0	98864.5	
101520	assume	assumer	VER				1.0	201519.0	98864.5	
101529	arbore	arborer	VER				1.0	201519.0	98864.5	
101580	trichions	tricher	VER		m	p	1.0	201519.0	98864.5	
101605	agenouillez	agenouiller	VER				1.0	201519.0	98864.5	
101612	soulevez	soulever	VER				1.0	201519.0	98864.5	
101618	vautrés	vautrer	VER		m	p	1.0	201519.0	98864.5	
101625	surveillent	surveiller	VER				1.0	201519.0	98864.5	
101631	vautre	vautrer	VER		m	s	1.0	201519.0	98864.5	
101642	vautres	vautrer	VER		m	p	1.0	201519.0	98864.5	
101691	tuerai	tuer	VER				1.0	201519.0	98864.5	
101720	axons	axer	VER				1.0	201519.0	98864.5	
101721	adressez	adresser	VER				1.0	201519.0	98864.5	
101724	basions	baser	VER		m	p	1.0	201519.0	98864.5	
101731	sueraient	suer	VER				1.0	201519.0	98864.5	
101734	surveilles	surveiller	VER				1.0	201519.0	98864.5	
101797	souffrent	souffrir	VER				1.0	201519.0	98864.5	
101825	avérez	avérer	VER				1.0	201519.0	98864.5	
101876	approuvez	approuver	VER				1.0	201519.0	98864.5	
102147	appropriez	approprier	VER				1.0	201519.0	98864.5	
102148	soutient	soutenir	VER				1.0	201519.0	98864.5	
102165	ébroue	ébrouer	VER				1.0	201519.0	98864.5	
102234	éclaircir	éclaircir	VER				1.0	201519.0	98864.5	
102237	vagabondant	vagabonder	VER		m	s	1.0	201519.0	98864.5	
102303	trébuché	trébucher	VER				1.0	201519.0	98864.5	
102314	évacuez	évacuer	VER				1.0	201519.0	98864.5	
102343	battez	battre	VER				1.0	201519.0	98864.5	
102379	adorent	adorer	VER				1.0	201519.0	98864.5	
102388	allies	allier	VER				1.0	201519.0	98864.5	
102394	arriva	arriver	VER				1.0	201519.0	98864.5	
102440	battent	battre	VER				1.0	201519.0	98864.5	
102462	sonder	sonder	VER		m	s	1.0	201519.0	98864.5	
102495	sommeille	sommeiller	VER				1.0	201519.0	98864.5	
102502	tends	tendre	VER				1.0	201519.0	98864.5	
102510	vola	voler	VER				1.0	201519.0	98864.5	
102524	vendez	vendre	VER				1.0	201519.0	98864.5	
102539	suivent	suivre	VER				1.0	201519.0	98864.5	
102574	voyions	voir	VER				1.0	201519.0	98864.5	
102583	tendez	tendre	VER				1.0	201519.0	98864.5	
102598	avortez	avorter	VER				1.0	201519.0	98864.5	
102614	verra	voir	VER				1.0	201519.0	98864.5	
102620	voyons	voir	VER				1.0	201519.0	98864.5	
102621	suiviez	suivre	VER				1.0	201519.0	98864.5	
102625	tord	tordre	VER				1.0	201519.0	98864.5	
102626	abonnes	abonner	VER				1.0	201519.0	98864.5	
102640	soucie	soucier	VER				1.0	201519.0	98864.5	
102661	verras	voir	VER				1.0	201519.0	98864.5	
102682	skier	skier	VER				1.0	201519.0	98864.5	
102727	supprime	supprimer	VER				1.0	201519.0	98864.5	
102742	avalez	avaler	VER				1.0	201519.0	98864.5	
102743	zozotant	zozoter	VER				1.0	201519.0	98864.5	
102744	admettez	admettre	VER				1.0	201519.0	98864.5	
102751	arriverai	arriver	VER				1.0	201519.0	98864.5	
102771	supprimer	supprimer	VER		m	s	1.0	201519.0	98864.5	
102797	bigler	bigler	VER				1.0	201519.0	98864.5	
102811	tintinnabule	tintinnabuler	VER				1.0	201519.0	98864.5	
102816	trompez	tromper	VER				1.0	201519.0	98864.5	
102819	zonés	zoner	VER		m	p	1.0	201519.0	98864.5	
102871	ôtes	ôter	VER				1.0	201519.0	98864.5	
102874	adhèrent	adhérer	VER				1.0	201519.0	98864.5	
102885	trie	trier	VER				1.0	201519.0	98864.5	
102893	allaient	aller	VER				1.0	201519.0	98864.5	
102969	viner	viner	VER				1.0	201519.0	98864.5	
102976	supprimez	supprimer	VER				1.0	201519.0	98864.5	
102980	bidonne	bidonner	VER				1.0	201519.0	98864.5	
102995	supposons	supposer	VER				1.0	201519.0	98864.5	
103018	thermaliser	thermaliser	VER				1.0	201519.0	98864.5	
103032	abaissez	abaisser	VER				1.0	201519.0	98864.5	
103046	éduque	éduquer	VER				1.0	201519.0	98864.5	
103052	allumez	allumer	VER				1.0	201519.0	98864.5	
103055	thématisée	thématiser	VER		f	s	1.0	201519.0	98864.5	
103060	vissa	visser	VER				1.0	201519.0	98864.5	
103093	slalome	slalomer	VER				1.0	201519.0	98864.5	
103109	étudies	étudier	VER				1.0	201519.0	98864.5	
103111	adoptez	adopter	VER				1.0	201519.0	98864.5	
103115	verrouille	verrouiller	VER				1.0	201519.0	98864.5	
103128	tentent	tenter	VER				1.0	201519.0	98864.5	
103195	étudiez	étudier	VER				1.0	201519.0	98864.5	
103210	ajoutez	ajouter	VER				1.0	201519.0	98864.5	
103219	tentons	tenter	VER				1.0	201519.0	98864.5	
103248	torchez	torcher	VER				1.0	201519.0	98864.5	
103250	suffoque	suffoquer	VER				1.0	201519.0	98864.5	
103267	tient	tenir	VER				1.0	201519.0	98864.5	
103317	assigne	assigner	VER				1.0	201519.0	98864.5	
103326	sombrera	sombrer	VER				1.0	201519.0	98864.5	
103337	adorons	adorer	VER				1.0	201519.0	98864.5	
103348	étudie	étudier	VER				1.0	201519.0	98864.5	
103349	adora	adorer	VER				1.0	201519.0	98864.5	
103362	étudierais	étudier	VER				1.0	201519.0	98864.5	
103446	accompagnez	accompagner	VER				1.0	201519.0	98864.5	
103477	bataillant	batailler	VER		m	s	1.0	201519.0	98864.5	
103489	vendent	vendre	VER				1.0	201519.0	98864.5	
103495	adorez	adorer	VER				1.0	201519.0	98864.5	
103556	évade	évader	VER				1.0	201519.0	98864.5	
103608	amenons	amener	VER				1.0	201519.0	98864.5	
103639	viendraient	venir	VER				1.0	201519.0	98864.5	
103671	venez	venir	VER				1.0	201519.0	98864.5	
103673	venais	venir	VER				1.0	201519.0	98864.5	
103679	aimerais	aimer	VER				1.0	201519.0	98864.5	
103690	abomine	abominer	VER				1.0	201519.0	98864.5	
103702	viendras	venir	VER				1.0	201519.0	98864.5	
103719	sonnera	sonner	VER				1.0	201519.0	98864.5	
103728	venter	venter	VER				1.0	201519.0	98864.5	
103748	argentais	argenter	VER		m		1.0	201519.0	98864.5	
103773	aimaient	aimer	VER				1.0	201519.0	98864.5	
103799	tiennent	tenir	VER				1.0	201519.0	98864.5	
103821	vengent	venger	VER				1.0	201519.0	98864.5	
103824	assomme	assommer	VER				1.0	201519.0	98864.5	
103871	songez	songer	VER				1.0	201519.0	98864.5	
103898	aime	aimer	VER				1.0	201519.0	98864.5	
103901	sortais	sortir	VER				1.0	201519.0	98864.5	
103936	battons	battre	VER				1.0	201519.0	98864.5	
103990	écrasons	écraser	VER				1.0	201519.0	98864.5	
103995	unissez	unir	VER				1.0	201519.0	98864.5	
104010	évitons	éviter	VER				1.0	201519.0	98864.5	
104038	socialiser	socialiser	VER				1.0	201519.0	98864.5	
104045	tomber	tomber	VER				1.0	201519.0	98864.5	
104054	attendons	attendre	VER				1.0	201519.0	98864.5	
104066	attendras	attendre	VER				1.0	201519.0	98864.5	
104095	énamourées	énamourer	VER		f	p	1.0	201519.0	98864.5	
104117	stérilise	stériliser	VER				1.0	201519.0	98864.5	
104167	vivons	vivre	VER				1.0	201519.0	98864.5	
104238	autorisez	autoriser	VER				1.0	201519.0	98864.5	
104291	aspire	aspirer	VER				1.0	201519.0	98864.5	
104298	écrasez	écraser	VER				1.0	201519.0	98864.5	
104316	vivra	vivre	VER				1.0	201519.0	98864.5	
104368	abstenue	abstenir	VER		f	s	1.0	201519.0	98864.5	
104404	unifiant	unifier	VER		m	s	1.0	201519.0	98864.5	
104418	traversent	traverser	VER				1.0	201519.0	98864.5	
104454	applaudissez	applaudir	VER				1.0	201519.0	98864.5	
104463	transformer	transformer	VER				1.0	201519.0	98864.5	
104476	échoiront	échoir	VER				1.0	201519.0	98864.5	
104507	acceptent	accepter	VER				1.0	201519.0	98864.5	
104520	bandai	bander	VER				1.0	201519.0	98864.5	
104534	apprend	apprendre	VER				1.0	201519.0	98864.5	
104548	échurent	échoir	VER				1.0	201519.0	98864.5	
104621	applaudissent	applaudir	VER				1.0	201519.0	98864.5	
104633	attendrai	attendre	VER				1.0	201519.0	98864.5	
104635	attendes	attendre	VER				1.0	201519.0	98864.5	
104725	aggraves	aggraver	VER		f	p	1.0	201519.0	98864.5	
104748	baller	baller	VER				1.0	201519.0	98864.5	
104758	ballonnant	ballonner	VER		m	s	1.0	201519.0	98864.5	
104866	tirons	tirer	VER				1.0	201519.0	98864.5	
104913	trouvent	trouver	VER				1.0	201519.0	98864.5	
104922	vivez	vivre	VER				1.0	201519.0	98864.5	
104924	vibre	vibrer	VER				1.0	201519.0	98864.5	
104964	avertissez	avertir	VER				1.0	201519.0	98864.5	
104974	écoutent	écouter	VER				1.0	201519.0	98864.5	
104988	trouviez	trouver	VER				1.0	201519.0	98864.5	
105002	visitez	visiter	VER				1.0	201519.0	98864.5	
105051	visita	visiter	VER				1.0	201519.0	98864.5	
105075	arrêtons	arrêter	VER				1.0	201519.0	98864.5	
105123	virez	virer	VER				1.0	201519.0	98864.5	
105139	aliène	aliéner	VER				1.0	201519.0	98864.5	
105175	théorisant	théoriser	VER		m	s	1.0	201519.0	98864.5	
105185	alerter	alerter	VER				1.0	201519.0	98864.5	
105194	va	aller	VER		m	s	1.0	201519.0	98864.5	
105197	allais	aller	VER				1.0	201519.0	98864.5	
105208	tissez	tisser	VER				1.0	201519.0	98864.5	
105222	videz	vider	VER				1.0	201519.0	98864.5	
105270	terminent	terminer	VER				1.0	201519.0	98864.5	
105395	testez	tester	VER				1.0	201519.0	98864.5	
105401	arrachez	arracher	VER				1.0	201519.0	98864.5	
105414	accorde	accorder	VER				1.0	201519.0	98864.5	
105415	tester	tester	VER				1.0	201519.0	98864.5	
105420	abandonnez	abandonner	VER				1.0	201519.0	98864.5	
105431	terrassons	terrasser	VER		m	p	1.0	201519.0	98864.5	
105495	assaisonnent	assaisonner	VER				1.0	201519.0	98864.5	
105519	affronte	affronter	VER				1.0	201519.0	98864.5	
105550	trouvera	trouver	VER				1.0	201519.0	98864.5	
105570	accompagnes	accompagner	VER				1.0	201519.0	98864.5	
105685	modifier	modifier	VER		m	s	1.0	201519.0	98864.5	
105755	montrent	montrer	VER				1.0	201519.0	98864.5	
105759	monétarise	monétariser	VER				1.0	201519.0	98864.5	
105819	débranche	débrancher	VER				1.0	201519.0	98864.5	
105854	morfler	morfler	VER				1.0	201519.0	98864.5	
105890	motive	motiver	VER				1.0	201519.0	98864.5	
105911	mourut	mourir	VER				1.0	201519.0	98864.5	
105949	dupez	duper	VER				1.0	201519.0	98864.5	
105965	meus	mouvoir	VER				1.0	201519.0	98864.5	
105974	mut	mouvoir	VER				1.0	201519.0	98864.5	
105994	mord	mordre	VER				1.0	201519.0	98864.5	
106006	mua	muer	VER				1.0	201519.0	98864.5	
106023	multipliant	multiplier	VER		m	s	1.0	201519.0	98864.5	
106028	multipliez	multiplier	VER				1.0	201519.0	98864.5	
106184	gommez	gommer	VER				1.0	201519.0	98864.5	
106196	gardent	garder	VER				1.0	201519.0	98864.5	
106251	espèrent	espérer	VER				1.0	201519.0	98864.5	
106280	montons	monter	VER				1.0	201519.0	98864.5	
106286	débites	débiter	VER		f	p	1.0	201519.0	98864.5	
106340	mordent	mordre	VER				1.0	201519.0	98864.5	
106387	essaies	essayer	VER				1.0	201519.0	98864.5	
106399	essayent	essayer	VER				1.0	201519.0	98864.5	
106518	misez	miser	VER				1.0	201519.0	98864.5	
106534	miter	miter	VER		m	s	1.0	201519.0	98864.5	
106547	déchantent	déchanter	VER				1.0	201519.0	98864.5	
106569	miaulait	miauler	VER				1.0	201519.0	98864.5	
106583	décides	décider	VER				1.0	201519.0	98864.5	
106590	miser	miser	VER				1.0	201519.0	98864.5	
106631	minions	miner	VER				1.0	201519.0	98864.5	
106640	miner	miner	VER				1.0	201519.0	98864.5	
106643	mima	mimer	VER				1.0	201519.0	98864.5	
106699	dirigez	diriger	VER				1.0	201519.0	98864.5	
106786	nourrissez	nourrir	VER				1.0	201519.0	98864.5	
106856	déchaînent	déchaîner	VER				1.0	201519.0	98864.5	
106859	discute	discuter	VER				1.0	201519.0	98864.5	
106865	notera	noter	VER				1.0	201519.0	98864.5	
106898	notez	noter	VER				1.0	201519.0	98864.5	
107004	mettes	mettre	VER				1.0	201519.0	98864.5	
107011	mesurant	mesurer	VER				1.0	201519.0	98864.5	
107034	décline	décliner	VER				1.0	201519.0	98864.5	
107081	mente	mentir	VER				1.0	201519.0	98864.5	
107082	mentis	mentir	VER				1.0	201519.0	98864.5	
107086	décolle	décoller	VER				1.0	201519.0	98864.5	
107087	mens	mentir	VER			s	1.0	201519.0	98864.5	
107089	menti	mentir	VER				1.0	201519.0	98864.5	
107091	mentionne	mentionner	VER				1.0	201519.0	98864.5	
107171	mènes	mener	VER				1.0	201519.0	98864.5	
107258	mettrait	mettre	VER				1.0	201519.0	98864.5	
107336	fouillent	fouiller	VER				1.0	201519.0	98864.5	
107360	fadai	fader	VER				1.0	201519.0	98864.5	
107366	forer	forer	VER				1.0	201519.0	98864.5	
107382	fader	fader	VER				1.0	201519.0	98864.5	
107396	faiblir	faiblir	VER		m	s	1.0	201519.0	98864.5	
107399	faibli	faiblir	VER		m	p	1.0	201519.0	98864.5	
107410	faibli	faiblir	VER		f	s	1.0	201519.0	98864.5	
107433	fouettons	fouetter	VER				1.0	201519.0	98864.5	
107441	flottent	flotter	VER				1.0	201519.0	98864.5	
107461	ferais	faire	VER				1.0	201519.0	98864.5	
107489	fasse	faire	VER				1.0	201519.0	98864.5	
107492	ferons	faire	VER				1.0	201519.0	98864.5	
107519	fera	faire	VER				1.0	201519.0	98864.5	
107526	fornique	forniquer	VER				1.0	201519.0	98864.5	
107556	foncez	foncer	VER				1.0	201519.0	98864.5	
107571	fonces	foncer	VER				1.0	201519.0	98864.5	
107577	fascinent	fasciner	VER				1.0	201519.0	98864.5	
107628	envahissent	envahir	VER				1.0	201519.0	98864.5	
107646	grimpa	grimper	VER				1.0	201519.0	98864.5	
107656	focalise	focaliser	VER				1.0	201519.0	98864.5	
107709	fonctionnait	fonctionner	VER				1.0	201519.0	98864.5	
107737	fluoriser	fluoriser	VER				1.0	201519.0	98864.5	
107777	flasher	flasher	VER				1.0	201519.0	98864.5	
107854	flageller	flageller	VER		m	s	1.0	201519.0	98864.5	
107870	expirez	expirer	VER				1.0	201519.0	98864.5	
107890	expulse	expulser	VER				1.0	201519.0	98864.5	
107891	expulsons	expulser	VER				1.0	201519.0	98864.5	
107914	expliques	expliquer	VER				1.0	201519.0	98864.5	
107924	fument	fumer	VER				1.0	201519.0	98864.5	
107925	explore	explorer	VER				1.0	201519.0	98864.5	
107982	fias	fier	VER				1.0	201519.0	98864.5	
107992	fieraient	fier	VER				1.0	201519.0	98864.5	
107996	filent	filer	VER				1.0	201519.0	98864.5	
108051	figurez	figurer	VER				1.0	201519.0	98864.5	
108065	finissez	finir	VER				1.0	201519.0	98864.5	
108066	finissons	finir	VER				1.0	201519.0	98864.5	
108069	finissent	finir	VER				1.0	201519.0	98864.5	
108077	flirtant	flirter	VER				1.0	201519.0	98864.5	
108078	flirtez	flirter	VER				1.0	201519.0	98864.5	
108090	fausseraient	fausser	VER				1.0	201519.0	98864.5	
108099	flippe	flipper	VER				1.0	201519.0	98864.5	
108148	fixons	fixer	VER				1.0	201519.0	98864.5	
108175	flatte	flatter	VER				1.0	201519.0	98864.5	
108196	entraînera	entraîner	VER				1.0	201519.0	98864.5	
108198	guérissez	guérir	VER				1.0	201519.0	98864.5	
108203	guérir	guérir	VER		m	s	1.0	201519.0	98864.5	
108206	entraînez	entraîner	VER				1.0	201519.0	98864.5	
108219	gâtez	gâter	VER				1.0	201519.0	98864.5	
108226	gâtent	gâter	VER				1.0	201519.0	98864.5	
108229	gâtons	gâter	VER				1.0	201519.0	98864.5	
108238	gazouillez	gazouiller	VER				1.0	201519.0	98864.5	
108240	gazouillent	gazouiller	VER				1.0	201519.0	98864.5	
108248	exalte	exalter	VER				1.0	201519.0	98864.5	
108250	gausse	gausser	VER				1.0	201519.0	98864.5	
108292	guidera	guider	VER				1.0	201519.0	98864.5	
108454	garda	garder	VER				1.0	201519.0	98864.5	
108464	excite	exciter	VER				1.0	201519.0	98864.5	
108465	garantissez	garantir	VER				1.0	201519.0	98864.5	
108527	examineront	examiner	VER				1.0	201519.0	98864.5	
108531	examinent	examiner	VER				1.0	201519.0	98864.5	
108557	exclament	exclamer	VER				1.0	201519.0	98864.5	
108561	ganter	ganter	VER				1.0	201519.0	98864.5	
108566	gangréner	gangréner	VER				1.0	201519.0	98864.5	
108567	gangrénait	gangréner	VER				1.0	201519.0	98864.5	
108600	gambadent	gambader	VER				1.0	201519.0	98864.5	
108602	entament	entamer	VER				1.0	201519.0	98864.5	
108606	grandit	grandir	VER				1.0	201519.0	98864.5	
108630	grandissent	grandir	VER				1.0	201519.0	98864.5	
108642	erra	errer	VER				1.0	201519.0	98864.5	
108659	envisage	envisager	VER				1.0	201519.0	98864.5	
108703	gravit	gravir	VER				1.0	201519.0	98864.5	
108719	grossissent	grossir	VER				1.0	201519.0	98864.5	
108749	grignote	grignoter	VER				1.0	201519.0	98864.5	
108788	entrent	entrer	VER				1.0	201519.0	98864.5	
108797	groupons	grouper	VER				1.0	201519.0	98864.5	
108805	grouillons	grouiller	VER				1.0	201519.0	98864.5	
108807	grouillez	grouiller	VER				1.0	201519.0	98864.5	
108815	envolons	envoler	VER				1.0	201519.0	98864.5	
108852	entonne	entonner	VER				1.0	201519.0	98864.5	
108871	entende	entendre	VER				1.0	201519.0	98864.5	
108898	habitue	habituer	VER				1.0	201519.0	98864.5	
108899	habitues	habituer	VER				1.0	201519.0	98864.5	
108973	entoure	entourer	VER				1.0	201519.0	98864.5	
108977	enterrez	enterrer	VER				1.0	201519.0	98864.5	
109009	entichées	enticher	VER		f	p	1.0	201519.0	98864.5	
109010	entichés	enticher	VER		m	p	1.0	201519.0	98864.5	
109045	défoule	défouler	VER				1.0	201519.0	98864.5	
109069	joignent	joindre	VER				1.0	201519.0	98864.5	
109070	joignant	joindre	VER		m	s	1.0	201519.0	98864.5	
109075	déroules	dérouler	VER				1.0	201519.0	98864.5	
109077	joignant	joindre	VER				1.0	201519.0	98864.5	
109122	déforeste	déforester	VER				1.0	201519.0	98864.5	
109126	maltraitent	maltraiter	VER				1.0	201519.0	98864.5	
109190	jouasses	jouer	VER		f	p	1.0	201519.0	98864.5	
109211	jouait	jouer	VER				1.0	201519.0	98864.5	
109228	jouant	jouer	VER				1.0	201519.0	98864.5	
109234	jouons	jouer	VER				1.0	201519.0	98864.5	
109294	majore	majorer	VER				1.0	201519.0	98864.5	
109369	mangeons	manger	VER				1.0	201519.0	98864.5	
109401	mangerez	manger	VER				1.0	201519.0	98864.5	
109443	mandate	mandater	VER				1.0	201519.0	98864.5	
109447	mande	mander	VER				1.0	201519.0	98864.5	
109460	désenliser	désenliser	VER				1.0	201519.0	98864.5	
109489	irradie	irradier	VER				1.0	201519.0	98864.5	
109535	irises	iriser	VER				1.0	201519.0	98864.5	
109558	invitent	inviter	VER				1.0	201519.0	98864.5	
109570	investissez	investir	VER				1.0	201519.0	98864.5	
109653	invente	inventer	VER				1.0	201519.0	98864.5	
109680	jurez	jurer	VER				1.0	201519.0	98864.5	
109681	dépucèles	dépuceler	VER				1.0	201519.0	98864.5	
109692	justifient	justifier	VER				1.0	201519.0	98864.5	
109734	désacralisant	désacraliser	VER		m	s	1.0	201519.0	98864.5	
109744	jures	jurer	VER				1.0	201519.0	98864.5	
109759	javellisant	javelliser	VER				1.0	201519.0	98864.5	
109783	joui	jouir	VER				1.0	201519.0	98864.5	
109817	jugeront	juger	VER				1.0	201519.0	98864.5	
109862	dérangent	déranger	VER				1.0	201519.0	98864.5	
109866	dérangez	déranger	VER				1.0	201519.0	98864.5	
109883	logeaient	loger	VER				1.0	201519.0	98864.5	
109885	logez	loger	VER				1.0	201519.0	98864.5	
109896	démarrez	démarrer	VER				1.0	201519.0	98864.5	
109966	démissionne	démissionner	VER				1.0	201519.0	98864.5	
109989	livrait	livrer	VER				1.0	201519.0	98864.5	
109994	lites	liter	VER		m	p	1.0	201519.0	98864.5	
110025	livrez	livrer	VER				1.0	201519.0	98864.5	
110039	délivrez	délivrer	VER				1.0	201519.0	98864.5	
110137	démentent	démentir	VER				1.0	201519.0	98864.5	
110197	limitez	limiter	VER				1.0	201519.0	98864.5	
110267	linéariser	linéariser	VER				1.0	201519.0	98864.5	
110283	lira	lire	VER				1.0	201519.0	98864.5	
110284	lisez	lire	VER				1.0	201519.0	98864.5	
110291	démasque	démasquer	VER				1.0	201519.0	98864.5	
110292	lisent	lire	VER				1.0	201519.0	98864.5	
110298	marcha	marcher	VER				1.0	201519.0	98864.5	
110356	décrivez	décrire	VER				1.0	201519.0	98864.5	
110367	massera	masser	VER				1.0	201519.0	98864.5	
110385	découpent	découper	VER				1.0	201519.0	98864.5	
110394	masturbe	masturber	VER				1.0	201519.0	98864.5	
110395	découvrez	découvrir	VER				1.0	201519.0	98864.5	
110417	marronnasses	marronner	VER		m	p	1.0	201519.0	98864.5	
110427	marrions	marrer	VER				1.0	201519.0	98864.5	
110434	mailler	mailler	VER				1.0	201519.0	98864.5	
110527	mariez	marier	VER				1.0	201519.0	98864.5	
110561	défendez	défendre	VER				1.0	201519.0	98864.5	
110578	marcher	marcher	VER				1.0	201519.0	98864.5	
110579	marchons	marcher	VER				1.0	201519.0	98864.5	
110585	marchent	marcher	VER				1.0	201519.0	98864.5	
110691	défendons	défendre	VER				1.0	201519.0	98864.5	
110703	décèdes	décéder	VER				1.0	201519.0	98864.5	
110759	dressez	dresser	VER				1.0	201519.0	98864.5	
110766	dresser	dresser	VER				1.0	201519.0	98864.5	
110779	doutait	douter	VER				1.0	201519.0	98864.5	
110785	mâte	mâter	VER				1.0	201519.0	98864.5	
110841	ménagez	ménager	VER				1.0	201519.0	98864.5	
110891	dores	dorer	VER				1.0	201519.0	98864.5	
110928	mélangez	mélanger	VER				1.0	201519.0	98864.5	
111008	méritez	mériter	VER				1.0	201519.0	98864.5	
111070	draguez	draguer	VER				1.0	201519.0	98864.5	
111084	divisent	diviser	VER				1.0	201519.0	98864.5	
111099	nettoyez	nettoyer	VER				1.0	201519.0	98864.5	
111115	nettoyons	nettoyer	VER				1.0	201519.0	98864.5	
111147	diffusera	diffuser	VER				1.0	201519.0	98864.5	
111165	obscurcit	obscurcir	VER				1.0	201519.0	98864.5	
111189	oblitérant	oblitérer	VER		m	s	1.0	201519.0	98864.5	
111213	obtient	obtenir	VER				1.0	201519.0	98864.5	
111214	obtiens	obtenir	VER				1.0	201519.0	98864.5	
111224	objectivant	objectiver	VER		m	s	1.0	201519.0	98864.5	
111263	neutralise	neutraliser	VER				1.0	201519.0	98864.5	
111270	disposez	disposer	VER				1.0	201519.0	98864.5	
111340	disputez	disputer	VER				1.0	201519.0	98864.5	
111341	disperse	disperser	VER				1.0	201519.0	98864.5	
111342	nommes	nommer	VER				1.0	201519.0	98864.5	
111357	obtenons	obtenir	VER				1.0	201519.0	98864.5	
111384	nuisit	nuire	VER				1.0	201519.0	98864.5	
111399	négligez	négliger	VER				1.0	201519.0	98864.5	
111428	doublera	doubler	VER				1.0	201519.0	98864.5	
111442	médis	médire	VER				1.0	201519.0	98864.5	
111451	dormir	dormir	VER				1.0	201519.0	98864.5	
111453	méfies	méfier	VER				1.0	201519.0	98864.5	
111455	dors	dormir	VER		m	s	1.0	201519.0	98864.5	
111456	dormis	dormir	VER				1.0	201519.0	98864.5	
111458	dota	doter	VER				1.0	201519.0	98864.5	
111463	nuis	nuire	VER				1.0	201519.0	98864.5	
111475	observe	observer	VER				1.0	201519.0	98864.5	
111483	observons	observer	VER				1.0	201519.0	98864.5	
111486	observer	observer	VER				1.0	201519.0	98864.5	
111505	obvie	obvier	VER		f	s	1.0	201519.0	98864.5	
111534	dirais	dire	VER				1.0	201519.0	98864.5	
111536	disais	dire	VER				1.0	201519.0	98864.5	
111538	dissent	dire	VER				1.0	201519.0	98864.5	
111562	nécessite	nécessiter	VER				1.0	201519.0	98864.5	
111568	méritent	mériter	VER				1.0	201519.0	98864.5	
111570	lapant	laper	VER				1.0	201519.0	98864.5	
111622	lançant	lancer	VER		m	s	1.0	201519.0	98864.5	
